Comunidades y Ciudades Autónomas;Edad del trabajador;Sexo;Periodo;Total
Balears, Illes;Menos de 25 años;Hombres;2010;-13.569,49
Balears, Illes;Menos de 25 años;Hombres;2009;-13.700,78
Balears, Illes;Menos de 25 años;Hombres;2008;-13.828,27
Balears, Illes;De 25 a 34 años;Ambos sexos;2024;25.488,87
Balears, Illes;De 25 a 34 años;Ambos sexos;2023;23.971,11
Balears, Illes;De 25 a 34 años;Ambos sexos;2022;22.244,97
Balears, Illes;De 25 a 34 años;Ambos sexos;2021;20.381,40
Balears, Illes;De 25 a 34 años;Ambos sexos;2020;19.413,73
Balears, Illes;De 25 a 34 años;Ambos sexos;2019;20.075,72
Balears, Illes;De 25 a 34 años;Ambos sexos;2018;18.759,36
Balears, Illes;De 25 a 34 años;Ambos sexos;2017;17.786,91
Balears, Illes;De 25 a 34 años;Ambos sexos;2016;16.340,78
Balears, Illes;De 25 a 34 años;Ambos sexos;2015;17.103,89
Balears, Illes;De 25 a 34 años;Ambos sexos;2014;18.342,54
Balears, Illes;De 25 a 34 años;Ambos sexos;2013;17.165,36
Balears, Illes;De 25 a 34 años;Ambos sexos;2012;17.559,72
Balears, Illes;De 25 a 34 años;Ambos sexos;2011;18.729,90
Balears, Illes;De 25 a 34 años;Ambos sexos;2010;18.791,47
Balears, Illes;De 25 a 34 años;Ambos sexos;2009;18.482,83
Balears, Illes;De 25 a 34 años;Ambos sexos;2008;18.292,94
Balears, Illes;De 25 a 34 años;Mujeres;2024;26.263,73
Balears, Illes;De 25 a 34 años;Mujeres;2023;24.306,08
Balears, Illes;De 25 a 34 años;Mujeres;2022;22.782,39
Balears, Illes;De 25 a 34 años;Mujeres;2021;20.094,14
Balears, Illes;De 25 a 34 años;Mujeres;2020;18.734,45
Balears, Illes;De 25 a 34 años;Mujeres;2019;19.566,80
Balears, Illes;De 25 a 34 años;Mujeres;2018;17.847,60
Balears, Illes;De 25 a 34 años;Mujeres;2017;16.457,94
Balears, Illes;De 25 a 34 años;Mujeres;2016;15.316,86
Balears, Illes;De 25 a 34 años;Mujeres;2015;16.225,72
Balears, Illes;De 25 a 34 años;Mujeres;2014;18.011,63
Balears, Illes;De 25 a 34 años;Mujeres;2013;16.202,24
Balears, Illes;De 25 a 34 años;Mujeres;2012;16.163,36
Balears, Illes;De 25 a 34 años;Mujeres;2011;17.459,51
Balears, Illes;De 25 a 34 años;Mujeres;2010;18.257,72
Balears, Illes;De 25 a 34 años;Mujeres;2009;17.969,97
Balears, Illes;De 25 a 34 años;Mujeres;2008;17.419,60
Balears, Illes;De 25 a 34 años;Hombres;2024;24.890,88
Balears, Illes;De 25 a 34 años;Hombres;2023;23.682,39
Balears, Illes;De 25 a 34 años;Hombres;2022;21.755,95
Balears, Illes;De 25 a 34 años;Hombres;2021;20.635,78
Balears, Illes;De 25 a 34 años;Hombres;2020;20.084,36
Balears, Illes;De 25 a 34 años;Hombres;2019;20.532,77
Balears, Illes;De 25 a 34 años;Hombres;2018;19.838,56
Balears, Illes;De 25 a 34 años;Hombres;2017;18.883,60
Balears, Illes;De 25 a 34 años;Hombres;2016;17.258,50
Balears, Illes;De 25 a 34 años;Hombres;2015;18.046,82
Balears, Illes;De 25 a 34 años;Hombres;2014;18.670,19
Balears, Illes;De 25 a 34 años;Hombres;2013;18.118,82
Balears, Illes;De 25 a 34 años;Hombres;2012;19.050,35
Balears, Illes;De 25 a 34 años;Hombres;2011;20.188,68
Balears, Illes;De 25 a 34 años;Hombres;2010;19.335,53
Balears, Illes;De 25 a 34 años;Hombres;2009;19.033,02
Balears, Illes;De 25 a 34 años;Hombres;2008;19.059,49
Balears, Illes;De 35 a 44 años;Ambos sexos;2024;28.867,92
Balears, Illes;De 35 a 44 años;Ambos sexos;2023;27.583,31
Balears, Illes;De 35 a 44 años;Ambos sexos;2022;26.268,66
Balears, Illes;De 35 a 44 años;Ambos sexos;2021;23.606,55
Balears, Illes;De 35 a 44 años;Ambos sexos;2020;23.805,47
Balears, Illes;De 35 a 44 años;Ambos sexos;2019;23.625,54
Balears, Illes;De 35 a 44 años;Ambos sexos;2018;22.849,38
Balears, Illes;De 35 a 44 años;Ambos sexos;2017;22.385,42
Balears, Illes;De 35 a 44 años;Ambos sexos;2016;21.794,25
Balears, Illes;De 35 a 44 años;Ambos sexos;2015;21.306,05
Balears, Illes;De 35 a 44 años;Ambos sexos;2014;22.440,82
Balears, Illes;De 35 a 44 años;Ambos sexos;2013;21.311,34
Balears, Illes;De 35 a 44 años;Ambos sexos;2012;22.086,75
Balears, Illes;De 35 a 44 años;Ambos sexos;2011;22.414,44
Balears, Illes;De 35 a 44 años;Ambos sexos;2010;23.041,85
Balears, Illes;De 35 a 44 años;Ambos sexos;2009;21.373,55
Balears, Illes;De 35 a 44 años;Ambos sexos;2008;20.877,21
Balears, Illes;De 35 a 44 años;Mujeres;2024;26.748,67
Balears, Illes;De 35 a 44 años;Mujeres;2023;25.960,79
Balears, Illes;De 35 a 44 años;Mujeres;2022;24.980,48
Balears, Illes;De 35 a 44 años;Mujeres;2021;22.555,33
Balears, Illes;De 35 a 44 años;Mujeres;2020;22.830,49
Balears, Illes;De 35 a 44 años;Mujeres;2019;22.208,06
Balears, Illes;De 35 a 44 años;Mujeres;2018;22.512,15
Balears, Illes;De 35 a 44 años;Mujeres;2017;21.364,61
Balears, Illes;De 35 a 44 años;Mujeres;2016;20.224,49
Balears, Illes;De 35 a 44 años;Mujeres;2015;19.653,38
Balears, Illes;De 35 a 44 años;Mujeres;2014;19.909,70
Balears, Illes;De 35 a 44 años;Mujeres;2013;19.524,57
Balears, Illes;De 35 a 44 años;Mujeres;2012;20.769,51
Balears, Illes;De 35 a 44 años;Mujeres;2011;20.828,60
Balears, Illes;De 35 a 44 años;Mujeres;2010;21.480,79
Balears, Illes;De 35 a 44 años;Mujeres;2009;19.014,71
Balears, Illes;De 35 a 44 años;Mujeres;2008;18.547,95
Balears, Illes;De 35 a 44 años;Hombres;2024;30.894,79
Balears, Illes;De 35 a 44 años;Hombres;2023;29.069,17
Balears, Illes;De 35 a 44 años;Hombres;2022;27.364,76
Balears, Illes;De 35 a 44 años;Hombres;2021;24.611,73
Balears, Illes;De 35 a 44 años;Hombres;2020;24.698,56
Balears, Illes;De 35 a 44 años;Hombres;2019;24.968,36
Balears, Illes;De 35 a 44 años;Hombres;2018;23.137,83
Balears, Illes;De 35 a 44 años;Hombres;2017;23.367,12
Balears, Illes;De 35 a 44 años;Hombres;2016;23.456,21
Balears, Illes;De 35 a 44 años;Hombres;2015;23.087,16
Balears, Illes;De 35 a 44 años;Hombres;2014;25.094,78
Balears, Illes;De 35 a 44 años;Hombres;2013;23.159,61
Balears, Illes;De 35 a 44 años;Hombres;2012;23.266,25
Balears, Illes;De 35 a 44 años;Hombres;2011;23.732,19
Balears, Illes;De 35 a 44 años;Hombres;2010;24.372,95
Balears, Illes;De 35 a 44 años;Hombres;2009;23.537,97
Balears, Illes;De 35 a 44 años;Hombres;2008;22.997,27
Balears, Illes;De 45 a 54 años;Ambos sexos;2024;32.186
Balears, Illes;De 45 a 54 años;Ambos sexos;2023;30.612,09
Balears, Illes;De 45 a 54 años;Ambos sexos;2022;30.013,55
Balears, Illes;De 45 a 54 años;Ambos sexos;2021;26.167,50
Balears, Illes;De 45 a 54 años;Ambos sexos;2020;26.008,73
Balears, Illes;De 45 a 54 años;Ambos sexos;2019;25.674,40
Balears, Illes;De 45 a 54 años;Ambos sexos;2018;26.123,87
Balears, Illes;De 45 a 54 años;Ambos sexos;2017;24.452,20
Balears, Illes;De 45 a 54 años;Ambos sexos;2016;24.361,62
Balears, Illes;De 45 a 54 años;Ambos sexos;2015;24.772,09
Balears, Illes;De 45 a 54 años;Ambos sexos;2014;23.196,33
Balears, Illes;De 45 a 54 años;Ambos sexos;2013;23.014,65
Balears, Illes;De 45 a 54 años;Ambos sexos;2012;22.886,64
Balears, Illes;De 45 a 54 años;Ambos sexos;2011;23.250,45
Balears, Illes;De 45 a 54 años;Ambos sexos;2010;24.189,48
Balears, Illes;De 45 a 54 años;Ambos sexos;2009;24.194,37
Balears, Illes;De 45 a 54 años;Ambos sexos;2008;23.122,05
Balears, Illes;De 45 a 54 años;Mujeres;2024;30.556,75
Balears, Illes;De 45 a 54 años;Mujeres;2023;28.753,44
Balears, Illes;De 45 a 54 años;Mujeres;2022;28.061,21
Balears, Illes;De 45 a 54 años;Mujeres;2021;24.291,33
Balears, Illes;De 45 a 54 años;Mujeres;2020;23.799,15
Balears, Illes;De 45 a 54 años;Mujeres;2019;23.458,79
Balears, Illes;De 45 a 54 años;Mujeres;2018;23.414,56
Balears, Illes;De 45 a 54 años;Mujeres;2017;22.343,29
Balears, Illes;De 45 a 54 años;Mujeres;2016;21.873,01
Balears, Illes;De 45 a 54 años;Mujeres;2015;22.405,19
Balears, Illes;De 45 a 54 años;Mujeres;2014;19.855,79
Balears, Illes;De 45 a 54 años;Mujeres;2013;20.995,10
Balears, Illes;De 45 a 54 años;Mujeres;2012;20.267,62
Balears, Illes;De 45 a 54 años;Mujeres;2011;20.712,45
Balears, Illes;De 45 a 54 años;Mujeres;2010;20.798,04
Balears, Illes;De 45 a 54 años;Mujeres;2009;20.006,97
Balears, Illes;De 45 a 54 años;Mujeres;2008;19.896,12
Balears, Illes;De 45 a 54 años;Hombres;2024;33.877,03
Balears, Illes;De 45 a 54 años;Hombres;2023;32.729,58
Balears, Illes;De 45 a 54 años;Hombres;2022;32.050,86
Balears, Illes;De 45 a 54 años;Hombres;2021;28.072,67
Balears, Illes;De 45 a 54 años;Hombres;2020;28.122,51
Balears, Illes;De 45 a 54 años;Hombres;2019;27.714,97
Balears, Illes;De 45 a 54 años;Hombres;2018;28.739,78
Balears, Illes;De 45 a 54 años;Hombres;2017;26.536,87
Balears, Illes;De 45 a 54 años;Hombres;2016;27.010,99
Balears, Illes;De 45 a 54 años;Hombres;2015;27.286,75
Balears, Illes;De 45 a 54 años;Hombres;2014;26.965,75
Balears, Illes;De 45 a 54 años;Hombres;2013;25.061,25
Balears, Illes;De 45 a 54 años;Hombres;2012;25.435,28
Balears, Illes;De 45 a 54 años;Hombres;2011;25.576,88
Balears, Illes;De 45 a 54 años;Hombres;2010;27.077,83
Balears, Illes;De 45 a 54 años;Hombres;2009;28.279,82
Balears, Illes;De 45 a 54 años;Hombres;2008;25.753,77
Balears, Illes;55 y más años;Ambos sexos;2024;31.914
Balears, Illes;55 y más años;Ambos sexos;2023;29.853,29
Balears, Illes;55 y más años;Ambos sexos;2022;31.922,17
Balears, Illes;55 y más años;Ambos sexos;2021;26.875,22
Balears, Illes;55 y más años;Ambos sexos;2020;26.907,77
Balears, Illes;55 y más años;Ambos sexos;2019;26.109,92
Balears, Illes;55 y más años;Ambos sexos;2018;25.708,34
Balears, Illes;55 y más años;Ambos sexos;2017;24.424,79
Balears, Illes;55 y más años;Ambos sexos;2016;24.832,89
Balears, Illes;55 y más años;Ambos sexos;2015;23.837,34
Balears, Illes;55 y más años;Ambos sexos;2014;22.520,93
Balears, Illes;55 y más años;Ambos sexos;2013;22.714,53
Balears, Illes;55 y más años;Ambos sexos;2012;23.149,78
Balears, Illes;55 y más años;Ambos sexos;2011;24.104,05
Balears, Illes;55 y más años;Ambos sexos;2010;24.262,75
Balears, Illes;55 y más años;Ambos sexos;2009;23.349,20
Balears, Illes;55 y más años;Ambos sexos;2008;23.478,33
Balears, Illes;55 y más años;Mujeres;2024;29.453,65
Balears, Illes;55 y más años;Mujeres;2023;27.288,06
Balears, Illes;55 y más años;Mujeres;2022;30.075,73
Balears, Illes;55 y más años;Mujeres;2021;22.714,37
Balears, Illes;55 y más años;Mujeres;2020;22.817,49
Balears, Illes;55 y más años;Mujeres;2019;23.150,29
Balears, Illes;55 y más años;Mujeres;2018;22.076,60
Balears, Illes;55 y más años;Mujeres;2017;21.697,47
Balears, Illes;55 y más años;Mujeres;2016;21.926,92
Balears, Illes;55 y más años;Mujeres;2015;20.679,90
Balears, Illes;55 y más años;Mujeres;2014;-19.045,81
Balears, Illes;55 y más años;Mujeres;2013;-20.090,89
Balears, Illes;55 y más años;Mujeres;2012;-20.422,33
Balears, Illes;55 y más años;Mujeres;2011;-20.559,02
Balears, Illes;55 y más años;Mujeres;2010;-21.213,31
Balears, Illes;55 y más años;Mujeres;2009;-19.903,27
Balears, Illes;55 y más años;Mujeres;2008;-19.160,03
Balears, Illes;55 y más años;Hombres;2024;34.268,82
Balears, Illes;55 y más años;Hombres;2023;32.215,57
Balears, Illes;55 y más años;Hombres;2022;33.608,33
Balears, Illes;55 y más años;Hombres;2021;31.195,22
Balears, Illes;55 y más años;Hombres;2020;31.058,74
Balears, Illes;55 y más años;Hombres;2019;28.972,23
Balears, Illes;55 y más años;Hombres;2018;29.155,92
Balears, Illes;55 y más años;Hombres;2017;27.381,83
Balears, Illes;55 y más años;Hombres;2016;27.882,60
Balears, Illes;55 y más años;Hombres;2015;27.146,36
Balears, Illes;55 y más años;Hombres;2014;25.786,89
Balears, Illes;55 y más años;Hombres;2013;25.375,14
Balears, Illes;55 y más años;Hombres;2012;26.025,81
Balears, Illes;55 y más años;Hombres;2011;27.319,08
Balears, Illes;55 y más años;Hombres;2010;26.619,80
Balears, Illes;55 y más años;Hombres;2009;25.637,87
Balears, Illes;55 y más años;Hombres;2008;26.081,58
Canarias;Todas las edades;Ambos sexos;2024;25.120,38
Canarias;Todas las edades;Ambos sexos;2023;24.033,57
Canarias;Todas las edades;Ambos sexos;2022;23.096,92
Canarias;Todas las edades;Ambos sexos;2021;22.466,23
Canarias;Todas las edades;Ambos sexos;2020;21.631,17
Canarias;Todas las edades;Ambos sexos;2019;20.861,14
Canarias;Todas las edades;Ambos sexos;2018;20.763,48
Canarias;Todas las edades;Ambos sexos;2017;20.185,33
Canarias;Todas las edades;Ambos sexos;2016;19.749,03
Canarias;Todas las edades;Ambos sexos;2015;19.856,61
Canarias;Todas las edades;Ambos sexos;2014;19.436,48
Canarias;Todas las edades;Ambos sexos;2013;19.167,93
Canarias;Todas las edades;Ambos sexos;2012;19.277,62
Canarias;Todas las edades;Ambos sexos;2011;19.516,96
Canarias;Todas las edades;Ambos sexos;2010;19.315,56
Canarias;Todas las edades;Ambos sexos;2009;18.926,36
Canarias;Todas las edades;Ambos sexos;2008;18.466,99
Canarias;Todas las edades;Mujeres;2024;24.299,07
Canarias;Todas las edades;Mujeres;2023;23.439,06
Canarias;Todas las edades;Mujeres;2022;22.574,98
Canarias;Todas las edades;Mujeres;2021;21.178,57
Canarias;Todas las edades;Mujeres;2020;20.461,63
Canarias;Todas las edades;Mujeres;2019;19.540,82
Canarias;Todas las edades;Mujeres;2018;19.051,01
Canarias;Todas las edades;Mujeres;2017;18.917,73
Canarias;Todas las edades;Mujeres;2016;18.211,44
Canarias;Todas las edades;Mujeres;2015;18.279,76
Canarias;Todas las edades;Mujeres;2014;18.201,48
Canarias;Todas las edades;Mujeres;2013;17.619,86
Canarias;Todas las edades;Mujeres;2012;17.498,71
Canarias;Todas las edades;Mujeres;2011;17.824,94
Canarias;Todas las edades;Mujeres;2010;17.601,79
Canarias;Todas las edades;Mujeres;2009;17.528,33
Canarias;Todas las edades;Mujeres;2008;17.131,85
Canarias;Todas las edades;Hombres;2024;25.924,13
Canarias;Todas las edades;Hombres;2023;24.604,44
Canarias;Todas las edades;Hombres;2022;23.588,70
Canarias;Todas las edades;Hombres;2021;23.619,76
Canarias;Todas las edades;Hombres;2020;22.697,51
Canarias;Todas las edades;Hombres;2019;22.082,69
Canarias;Todas las edades;Hombres;2018;22.333,63
Canarias;Todas las edades;Hombres;2017;21.291,66
Canarias;Todas las edades;Hombres;2016;21.149,44
Canarias;Todas las edades;Hombres;2015;21.336,72
Canarias;Todas las edades;Hombres;2014;20.641,49
Canarias;Todas las edades;Hombres;2013;20.678,43
Canarias;Todas las edades;Hombres;2012;21.089,85
Canarias;Todas las edades;Hombres;2011;21.090,86
Canarias;Todas las edades;Hombres;2010;20.986,94
Canarias;Todas las edades;Hombres;2009;20.109,24
Canarias;Todas las edades;Hombres;2008;19.516,93
Canarias;Menos de 25 años;Ambos sexos;2024;-14.683,09
Canarias;Menos de 25 años;Ambos sexos;2023;-14.903,24
Canarias;Menos de 25 años;Ambos sexos;2022;-13.576,08
Canarias;Menos de 25 años;Ambos sexos;2021;-11.614,77
Canarias;Menos de 25 años;Ambos sexos;2020;-11.499,29
Canarias;Menos de 25 años;Ambos sexos;2019;-11.318,63
Canarias;Menos de 25 años;Ambos sexos;2018;-12.182,40
Canarias;Menos de 25 años;Ambos sexos;2017;-12.609,45
Canarias;Menos de 25 años;Ambos sexos;2016;-11.432,40
Canarias;Menos de 25 años;Ambos sexos;2015;-11.977,74
Canarias;Menos de 25 años;Ambos sexos;2014;-11.431,23
Canarias;Menos de 25 años;Ambos sexos;2013;-9.149,41
Canarias;Menos de 25 años;Ambos sexos;2012;-9.913,79
Canarias;Menos de 25 años;Ambos sexos;2011;-10.953,24
Canarias;Menos de 25 años;Ambos sexos;2010;-11.562,60
Canarias;Menos de 25 años;Ambos sexos;2009;-11.110,46
Canarias;Menos de 25 años;Ambos sexos;2008;11.306,36
Canarias;Menos de 25 años;Mujeres;2024;-14.608,57
Canarias;Menos de 25 años;Mujeres;2023;-14.494,68
Canarias;Menos de 25 años;Mujeres;2022;-12.488,81
Canarias;Menos de 25 años;Mujeres;2021;..
Canarias;Menos de 25 años;Mujeres;2020;..
Canarias;Menos de 25 años;Mujeres;2019;-9.659,96
Canarias;Menos de 25 años;Mujeres;2018;-10.234,37
Canarias;Menos de 25 años;Mujeres;2017;..
Canarias;Menos de 25 años;Mujeres;2016;-11.018,29
Canarias;Menos de 25 años;Mujeres;2015;..
Canarias;Menos de 25 años;Mujeres;2014;-11.319,52
Canarias;Menos de 25 años;Mujeres;2013;..
Canarias;Menos de 25 años;Mujeres;2012;-9.298,81
Canarias;Menos de 25 años;Mujeres;2011;-9.851,99
Canarias;Menos de 25 años;Mujeres;2010;-11.037,94
Canarias;Menos de 25 años;Mujeres;2009;-10.297,11
Canarias;Menos de 25 años;Mujeres;2008;-9.696,90
Canarias;Menos de 25 años;Hombres;2024;-14.742,59
Canarias;Menos de 25 años;Hombres;2023;-15.191,81
Canarias;Menos de 25 años;Hombres;2022;-14.644,58
Canarias;Menos de 25 años;Hombres;2021;-12.257,73
Canarias;Menos de 25 años;Hombres;2020;-12.505,41
Canarias;Menos de 25 años;Hombres;2019;-12.695,22
Canarias;Menos de 25 años;Hombres;2018;-14.326,96
Canarias;Menos de 25 años;Hombres;2017;-13.350,24
Canarias;Menos de 25 años;Hombres;2016;..
Canarias;Menos de 25 años;Hombres;2015;-13.512,66
Canarias;Menos de 25 años;Hombres;2014;-11.585,50
Canarias;Menos de 25 años;Hombres;2013;-9.852,41
Canarias;Menos de 25 años;Hombres;2012;-10.575,88
Canarias;Menos de 25 años;Hombres;2011;-12.132,28
Canarias;Menos de 25 años;Hombres;2010;-12.163,40
Canarias;Menos de 25 años;Hombres;2009;-11.799,87
Canarias;Menos de 25 años;Hombres;2008;-12.749,95
Canarias;De 25 a 34 años;Ambos sexos;2024;20.573,90
Canarias;De 25 a 34 años;Ambos sexos;2023;18.742,50
Canarias;De 25 a 34 años;Ambos sexos;2022;18.834,42
Canarias;De 25 a 34 años;Ambos sexos;2021;16.477,75
Canarias;De 25 a 34 años;Ambos sexos;2020;16.608,61
Canarias;De 25 a 34 años;Ambos sexos;2019;16.467,90
Canarias;De 25 a 34 años;Ambos sexos;2018;16.988,89
Canarias;De 25 a 34 años;Ambos sexos;2017;15.294,99
Canarias;De 25 a 34 años;Ambos sexos;2016;15.008,79
Canarias;De 25 a 34 años;Ambos sexos;2015;14.968,51
Canarias;De 25 a 34 años;Ambos sexos;2014;15.419,07
Canarias;De 25 a 34 años;Ambos sexos;2013;14.587,94
Canarias;De 25 a 34 años;Ambos sexos;2012;14.609,27
Canarias;De 25 a 34 años;Ambos sexos;2011;15.914,18
Canarias;De 25 a 34 años;Ambos sexos;2010;16.855,12
Canarias;De 25 a 34 años;Ambos sexos;2009;16.686,36
Canarias;De 25 a 34 años;Ambos sexos;2008;16.554,57
Canarias;De 25 a 34 años;Mujeres;2024;19.600,55
Canarias;De 25 a 34 años;Mujeres;2023;18.451,73
Canarias;De 25 a 34 años;Mujeres;2022;18.466,81
Canarias;De 25 a 34 años;Mujeres;2021;15.607,75
